Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Beverages,United States of America, Blue Mountain Coffee , High ,3642, $13.00 , $26.00 ," $63,128.00 "," $8,837.92 "," $54,290.08 "," $31,564.00 "," $17,481.60 ",01/03/2021,3, March ,2021
Snacks,China, Blue Mountain Coffee , High ,2650.5, $13.00 , $19.50 ," $34,456.50 "," $4,823.91 "," $29,632.59 "," $22,971.00 "," $5,124.30 ",01/09/2021,9, September ,2021
Dairy Products,Japan, Blue Mountain Coffee , High ,2089.5, $13.00 , $15.60 ," $21,730.80 "," $3,042.31 "," $18,688.49 "," $5,432.70 "," $10,196.76 ",01/10/2021,10, October ,2021
Beverages,Switzerland, Arabica , High ,420, $325.00 , $9.10 ," $2,548.00 ", $356.72 ," $2,191.28 "," $1,820.00 ", $285.60 ,01/12/2021,12, December ,2021
Dairy Products,Japan, Caturra , High ,2089.5, $338.00 , $15.60 ," $21,730.80 "," $3,042.31 "," $18,688.49 "," $5,432.70 "," $10,196.76 ",01/10/2021,10, October ,2021
Frozen Foods,Belgium, Robusta , High ,1201.5, $3.90 , $390.00 ," $312,390.00 "," $43,734.60 "," $268,655.40 "," $260,325.00 "," $6,408.00 ",01/07/2021,7, July ,2021
Frozen Foods,United States of America, Robusta , High ,2244, $3.90 , $390.00 ," $583,440.00 "," $81,681.60 "," $501,758.40 "," $486,200.00 "," $11,968.00 ",01/10/2021,10, October ,2021
Frozen Foods,China, Robusta , High ,1515, $3.90 , $390.00 ," $393,900.00 "," $55,146.00 "," $338,754.00 "," $328,250.00 "," $8,080.00 ",01/10/2021,10, October ,2021
Snacks,Switzerland, Robusta , High ,2269.5, $3.90 , $19.50 ," $29,503.50 "," $4,130.49 "," $25,373.01 "," $19,669.00 "," $4,387.70 ",01/11/2021,11, November ,2021
Snacks,United States of America, Robusta , High ,3450, $3.90 , $19.50 ," $44,850.00 "," $6,279.00 "," $38,571.00 "," $29,900.00 "," $6,670.00 ",01/12/2021,12, December ,2021
Beverages,United States of America, Typica , High ,3341.25, $6.50 , $455.00 ," $1,013,512.50 "," $141,891.75 "," $871,620.75 "," $752,895.00 "," $91,327.50 ",01/01/2021,1, January ,2021
Beverages,Switzerland, Typica , High ,1798.5, $6.50 , $455.00 ," $545,545.00 "," $76,376.30 "," $469,168.70 "," $405,262.00 "," $49,159.00 ",01/04/2021,4, April ,2021
Beverages,United States of America, Typica , High ,300, $6.50 , $455.00 ," $91,000.00 "," $12,740.00 "," $78,260.00 "," $67,600.00 "," $8,200.00 ",01/05/2021,5, May ,2021
Beverages,United States of America, Typica , High ,582, $6.50 , $9.10 ," $3,530.80 ", $494.31 ," $3,036.49 "," $2,522.00 ", $395.76 ,01/09/2021,9, September ,2021
Snacks,United States of America, Typica , High ,3450, $6.50 , $19.50 ," $44,850.00 "," $6,279.00 "," $38,571.00 "," $29,900.00 "," $6,670.00 ",01/12/2021,12, December ,2021
Beverages,Belgium, Blue Mountain Coffee , High ,390, $13.00 , $26.00 ," $6,760.00 ", $946.40 ," $5,813.60 "," $3,380.00 "," $1,872.00 ",01/02/2021,2, February ,2021
Dairy Products,China, Blue Mountain Coffee , High ,4371, $13.00 , $15.60 ," $45,458.40 "," $6,364.18 "," $39,094.22 "," $11,364.60 "," $21,330.48 ",01/10/2021,10, October ,2021
Beverages,Japan, Blue Mountain Coffee , High ,2596.5, $13.00 , $9.10 ," $15,752.10 "," $2,205.29 "," $13,546.81 "," $11,251.50 "," $1,765.62 ",01/10/2021,10, October ,2021
Beverages,United States of America, Blue Mountain Coffee , High ,1050, $13.00 , $455.00 ," $318,500.00 "," $44,590.00 "," $273,910.00 "," $236,600.00 "," $28,700.00 ",01/11/2021,11, November ,2021
Beverages,China, Blue Mountain Coffee , High ,1765.5, $13.00 , $455.00 ," $535,535.00 "," $74,974.90 "," $460,560.10 "," $397,826.00 "," $48,257.00 ",01/11/2021,11, November ,2021
Packaged and Prepared Foods,Belgium, Bourbon , High ,2362.5, $156.00 , $162.50 ," $255,937.50 "," $35,831.25 "," $220,106.25 "," $245,700.00 "," $(19,687.50)",01/02/2021,2, February ,2021
Beverages,China, Bourbon , High ,909, $156.00 , $26.00 ," $15,756.00 "," $2,205.84 "," $13,550.16 "," $7,878.00 "," $4,363.20 ",01/04/2021,4, April ,2021
Frozen Foods,China, Bourbon , High ,3690, $156.00 , $390.00 ," $959,400.00 "," $134,316.00 "," $825,084.00 "," $799,500.00 "," $19,680.00 ",01/07/2021,7, July ,2021
Beverages,Belgium, Arabica , High ,4354.5, $325.00 , $9.10 ," $26,417.30 "," $3,698.42 "," $22,718.88 "," $18,869.50 "," $2,961.06 ",01/03/2021,3, March ,2021
Frozen Foods,China, Arabica , High ,3811.5, $325.00 , $390.00 ," $990,990.00 "," $138,738.60 "," $852,251.40 "," $825,825.00 "," $20,328.00 ",01/08/2021,8, August ,2021
Frozen Foods,United States of America, Arabica , High ,2244, $325.00 , $390.00 ," $583,440.00 "," $81,681.60 "," $501,758.40 "," $486,200.00 "," $11,968.00 ",01/10/2021,10, October ,2021
Frozen Foods,China, Arabica , High ,1515, $325.00 , $390.00 ," $393,900.00 "," $55,146.00 "," $338,754.00 "," $328,250.00 "," $8,080.00 ",01/10/2021,10, October ,2021
Frozen Foods,United States of America, Caturra , High ,1332, $338.00 , $390.00 ," $346,320.00 "," $48,484.80 "," $297,835.20 "," $288,600.00 "," $7,104.00 ",01/03/2021,3, March ,2021
Packaged and Prepared Foods,China, Caturra , High ,4266, $338.00 , $162.50 ," $462,150.00 "," $64,701.00 "," $397,449.00 "," $443,664.00 "," $(35,550.00)",01/05/2021,5, May ,2021
Dairy Products,Japan, Caturra , High ,3712.5, $338.00 , $15.60 ," $38,610.00 "," $5,405.40 "," $33,204.60 "," $9,652.50 "," $18,117.00 ",01/08/2021,8, August ,2021
Dairy Products,China, Caturra , High ,4371, $338.00 , $15.60 ," $45,458.40 "," $6,364.18 "," $39,094.22 "," $11,364.60 "," $21,330.48 ",01/10/2021,10, October ,2021
Beverages,Japan, Caturra , High ,2596.5, $338.00 , $9.10 ," $15,752.10 "," $2,205.29 "," $13,546.81 "," $11,251.50 "," $1,765.62 ",01/10/2021,10, October ,2021
Packaged and Prepared Foods,Japan, Robusta , High ,1761, $3.90 , $162.50 ," $190,775.00 "," $28,616.25 "," $162,158.75 "," $183,144.00 "," $(16,142.50)",01/08/2021,8, August ,2021
Packaged and Prepared Foods,Switzerland, Robusta , High ,4150.5, $3.90 , $162.50 ," $449,637.50 "," $67,445.63 "," $382,191.88 "," $431,652.00 "," $(38,046.25)",01/08/2021,8, August ,2021
Packaged and Prepared Foods,Switzerland, Robusta , High ,1627.5, $3.90 , $162.50 ," $176,312.50 "," $26,446.88 "," $149,865.63 "," $169,260.00 "," $(14,918.75)",01/10/2021,10, October ,2021
Frozen Foods,Belgium, Typica , High ,819, $6.50 , $390.00 ," $212,940.00 "," $31,941.00 "," $180,999.00 "," $177,450.00 "," $2,730.00 ",01/10/2021,10, October ,2021
Beverages,Switzerland, Blue Mountain Coffee , High ,1737, $13.00 , $26.00 ," $30,108.00 "," $4,516.20 "," $25,591.80 "," $15,054.00 "," $8,106.00 ",01/03/2021,3, March ,2021
Snacks,United States of America, Blue Mountain Coffee , High ,2421, $13.00 , $19.50 ," $31,473.00 "," $4,720.95 "," $26,752.05 "," $20,982.00 "," $4,438.50 ",01/04/2021,4, April ,2021
Beverages,Belgium, Blue Mountain Coffee , High ,3802.5, $13.00 , $9.10 ," $23,068.50 "," $3,460.28 "," $19,608.23 "," $16,477.50 "," $2,408.25 ",01/04/2021,4, April ,2021
Beverages,Belgium, Blue Mountain Coffee , High ,4276.5, $13.00 , $455.00 ," $1,297,205.00 "," $194,580.75 "," $1,102,624.25 "," $963,638.00 "," $106,912.50 ",01/05/2021,5, May ,2021
Snacks,United States of America, Blue Mountain Coffee , High ,3838.5, $13.00 , $19.50 ," $49,900.50 "," $7,485.08 "," $42,415.43 "," $33,267.00 "," $7,037.25 ",01/08/2021,8, August ,2021
Packaged and Prepared Foods,Switzerland, Blue Mountain Coffee , High ,1627.5, $13.00 , $162.50 ," $176,312.50 "," $26,446.88 "," $149,865.63 "," $169,260.00 "," $(14,918.75)",01/10/2021,10, October ,2021
Snacks,Switzerland, Blue Mountain Coffee , High ,1762.5, $13.00 , $19.50 ," $22,912.50 "," $3,436.88 "," $19,475.63 "," $15,275.00 "," $3,231.25 ",01/10/2021,10, October ,2021
Dairy Products,China, Blue Mountain Coffee , High ,1371, $13.00 , $15.60 ," $14,258.40 "," $2,138.76 "," $12,119.64 "," $3,564.60 "," $6,580.80 ",01/12/2021,12, December ,2021
Beverages,Japan, Blue Mountain Coffee , High ,439.5, $13.00 , $26.00 ," $7,618.00 "," $1,142.70 "," $6,475.30 "," $3,809.00 "," $2,051.00 ",01/12/2021,12, December ,2021
Dairy Products,Belgium, Bourbon , High ,750, $156.00 , $15.60 ," $7,800.00 "," $1,170.00 "," $6,630.00 "," $1,950.00 "," $3,600.00 ",01/03/2021,3, March ,2021
Snacks,Japan, Bourbon , High ,4239, $156.00 , $19.50 ," $55,107.00 "," $8,266.05 "," $46,840.95 "," $36,738.00 "," $7,771.50 ",01/05/2021,5, May ,2021
Packaged and Prepared Foods,Japan, Bourbon , High ,994.5, $156.00 , $162.50 ," $107,737.50 "," $16,160.63 "," $91,576.88 "," $103,428.00 "," $(9,116.25)",01/09/2021,9, September ,2021
Dairy Products,China, Bourbon , High ,1371, $156.00 , $15.60 ," $14,258.40 "," $2,138.76 "," $12,119.64 "," $3,564.60 "," $6,580.80 ",01/12/2021,12, December ,2021
Beverages,United States of America, Arabica , High ,1298.25, $325.00 , $26.00 ," $22,503.00 "," $3,375.45 "," $19,127.55 "," $11,251.50 "," $6,058.50 ",01/07/2021,7, July ,2021
Snacks,Switzerland, Arabica , High ,738, $325.00 , $19.50 ," $9,594.00 "," $1,439.10 "," $8,154.90 "," $6,396.00 "," $1,353.00 ",01/07/2021,7, July ,2021
Snacks,Switzerland, Arabica , High ,1762.5, $325.00 , $19.50 ," $22,912.50 "," $3,436.88 "," $19,475.63 "," $15,275.00 "," $3,231.25 ",01/10/2021,10, October ,2021
Packaged and Prepared Foods,Switzerland, Arabica , High ,828, $325.00 , $162.50 ," $89,700.00 "," $13,455.00 "," $76,245.00 "," $86,112.00 "," $(7,590.00)",01/11/2021,11, November ,2021
Beverages,Japan, Arabica , High ,439.5, $325.00 , $26.00 ," $7,618.00 "," $1,142.70 "," $6,475.30 "," $3,809.00 "," $2,051.00 ",01/12/2021,12, December ,2021
Frozen Foods,Japan, Caturra , High ,3712.5, $338.00 , $390.00 ," $965,250.00 "," $144,787.50 "," $820,462.50 "," $804,375.00 "," $12,375.00 ",01/03/2021,3, March ,2021
Frozen Foods,Belgium, Caturra , High ,819, $338.00 , $390.00 ," $212,940.00 "," $31,941.00 "," $180,999.00 "," $177,450.00 "," $2,730.00 ",01/10/2021,10, October ,2021
Beverages,Belgium, Typica , High ,2052, $6.50 , $9.10 ," $12,448.80 "," $1,867.32 "," $10,581.48 "," $8,892.00 "," $1,299.60 ",01/02/2021,2, February ,2021
Beverages,United States of America, Blue Mountain Coffee , High ,1084.5, $13.00 , $9.10 ," $6,579.30 ", $986.90 ," $5,592.41 "," $4,699.50 ", $686.85 ,01/04/2021,4, April ,2021
Dairy Products,China, Arabica , High ,2709, $325.00 , $15.60 ," $28,173.60 "," $4,226.04 "," $23,947.56 "," $7,043.40 "," $13,003.20 ",01/05/2021,5, May ,2021
Beverages,United States of America, Robusta , None ,1699.425, $2.73 , $18.20 ," $29,456.70 ", $-   ," $29,456.70 "," $14,728.35 "," $11,329.50 ",01/01/2022,1, January ,2022
Beverages,Switzerland, Robusta , None ,1387.05, $2.73 , $18.20 ," $24,042.20 ", $-   ," $24,042.20 "," $12,021.10 "," $9,247.00 ",01/01/2022,1, January ,2022
Snacks,Japan, Robusta , None ,2286.9, $2.73 , $13.65 ," $29,729.70 ", $-   ," $29,729.70 "," $19,819.80 "," $7,623.00 ",01/06/2022,6, June ,2022
Snacks,Switzerland, Robusta , None ,932.4, $2.73 , $13.65 ," $12,121.20 ", $-   ," $12,121.20 "," $8,080.80 "," $3,108.00 ",01/06/2022,6, June ,2022
Snacks,Belgium, Robusta , None ,2593.5, $2.73 , $13.65 ," $33,715.50 ", $-   ," $33,715.50 "," $22,477.00 "," $8,645.00 ",01/06/2022,6, June ,2022
Beverages,Switzerland, Robusta , None ,1588.65, $2.73 , $318.50 ," $481,890.50 ", $-   ," $481,890.50 "," $357,975.80 "," $95,319.00 ",01/12/2022,12, December ,2022
Snacks,Switzerland, Typica , None ,967.05, $4.55 , $13.65 ," $12,571.65 ", $-   ," $12,571.65 "," $8,381.10 "," $3,223.50 ",01/03/2022,3, March ,2022
Dairy Products,United States of America, Typica , None ,2643.9, $4.55 , $10.92 ," $27,496.56 ", $-   ," $27,496.56 "," $6,874.14 "," $15,863.40 ",01/06/2022,6, June ,2022
Beverages,Japan, Typica , None ,1993.95, $4.55 , $18.20 ," $34,561.80 ", $-   ," $34,561.80 "," $17,280.90 "," $13,293.00 ",01/06/2022,6, June ,2022
Dairy Products,Switzerland, Typica , None ,1622.25, $4.55 , $10.92 ," $16,871.40 ", $-   ," $16,871.40 "," $4,217.85 "," $9,733.50 ",01/06/2022,6, June ,2022
Snacks,Belgium, Typica , None ,2593.5, $4.55 , $13.65 ," $33,715.50 ", $-   ," $33,715.50 "," $22,477.00 "," $8,645.00 ",01/06/2022,6, June ,2022
Packaged and Prepared Foods,United States of America, Typica , None ,2798.775, $4.55 , $113.75 ," $303,200.63 ", $-   ," $303,200.63 "," $291,072.60 "," $9,329.25 ",01/07/2022,7, July ,2022
Frozen Foods,Belgium, Typica , None ,1005.9, $4.55 , $273.00 ," $261,534.00 ", $-   ," $261,534.00 "," $217,945.00 "," $33,530.00 ",01/08/2022,8, August ,2022
Beverages,Switzerland, Typica , None ,2253.3, $4.55 , $6.37 ," $13,670.02 ", $-   ," $13,670.02 "," $9,764.30 "," $3,004.40 ",01/09/2022,9, September ,2022
Snacks,China, Typica , None ,645.75, $4.55 , $13.65 ," $8,394.75 ", $-   ," $8,394.75 "," $5,596.50 "," $2,152.50 ",01/12/2022,12, December ,2022
Beverages,United States of America, Blue Mountain Coffee , None ,306.6, $9.10 , $18.20 ," $5,314.40 ", $-   ," $5,314.40 "," $2,657.20 "," $2,044.00 ",01/02/2022,2, February ,2022
Snacks,Belgium, Blue Mountain Coffee , None ,1022.7, $9.10 , $13.65 ," $13,295.10 ", $-   ," $13,295.10 "," $8,863.40 "," $3,409.00 ",01/02/2022,2, February ,2022
Dairy Products,United States of America, Blue Mountain Coffee , None ,2643.9, $9.10 , $10.92 ," $27,496.56 ", $-   ," $27,496.56 "," $6,874.14 "," $15,863.40 ",01/06/2022,6, June ,2022
Beverages,Switzerland, Blue Mountain Coffee , None ,1056.3, $9.10 , $318.50 ," $320,411.00 ", $-   ," $320,411.00 "," $238,019.60 "," $63,378.00 ",01/06/2022,6, June ,2022
Dairy Products,Switzerland, Blue Mountain Coffee , None ,385.35, $9.10 , $10.92 ," $4,007.64 ", $-   ," $4,007.64 "," $1,001.91 "," $2,312.10 ",01/07/2022,7, July ,2022
Beverages,Belgium, Blue Mountain Coffee , None ,927.15, $9.10 , $6.37 ," $5,624.71 ", $-   ," $5,624.71 "," $4,017.65 "," $1,236.20 ",01/08/2022,8, August ,2022
Snacks,Belgium, Blue Mountain Coffee , None ,2595.6, $9.10 , $13.65 ," $33,742.80 ", $-   ," $33,742.80 "," $22,495.20 "," $8,652.00 ",01/09/2022,9, September ,2022
Beverages,China, Blue Mountain Coffee , None ,1200.15, $9.10 , $6.37 ," $7,280.91 ", $-   ," $7,280.91 "," $5,200.65 "," $1,600.20 ",01/10/2022,10, October ,2022
Beverages,United States of America, Blue Mountain Coffee , None ,1907.85, $9.10 , $18.20 ," $33,069.40 ", $-   ," $33,069.40 "," $16,534.70 "," $12,719.00 ",01/12/2022,12, December ,2022
Beverages,Switzerland, Blue Mountain Coffee , None ,1588.65, $9.10 , $318.50 ," $481,890.50 ", $-   ," $481,890.50 "," $357,975.80 "," $95,319.00 ",01/12/2022,12, December ,2022
Beverages,Belgium, Bourbon , None ,1567.65, $109.20 , $6.37 ," $9,510.41 ", $-   ," $9,510.41 "," $6,793.15 "," $2,090.20 ",01/01/2022,1, January ,2022
Packaged and Prepared Foods,Japan, Bourbon , None ,1894.2, $109.20 , $113.75 ," $205,205.00 ", $-   ," $205,205.00 "," $196,996.80 "," $6,314.00 ",01/02/2022,2, February ,2022
Dairy Products,Switzerland, Bourbon , None ,2269.05, $109.20 , $10.92 ," $23,598.12 ", $-   ," $23,598.12 "," $5,899.53 "," $13,614.30 ",01/03/2022,3, March ,2022
Beverages,Switzerland, Bourbon , None ,1056.3, $109.20 , $318.50 ," $320,411.00 ", $-   ," $320,411.00 "," $238,019.60 "," $63,378.00 ",01/06/2022,6, June ,2022
Dairy Products,Switzerland, Bourbon , None ,1622.25, $109.20 , $10.92 ," $16,871.40 ", $-   ," $16,871.40 "," $4,217.85 "," $9,733.50 ",01/06/2022,6, June ,2022
Packaged and Prepared Foods,China, Bourbon , None ,2962.05, $109.20 , $113.75 ," $320,888.75 ", $-   ," $320,888.75 "," $308,053.20 "," $9,873.50 ",01/08/2022,8, August ,2022
Frozen Foods,United States of America, Arabica , None ,2101.05, $227.50 , $273.00 ," $546,273.00 ", $-   ," $546,273.00 "," $455,227.50 "," $70,035.00 ",01/02/2022,2, February ,2022
Dairy Products,Switzerland, Arabica , None ,2979.9, $227.50 , $10.92 ," $30,990.96 ", $-   ," $30,990.96 "," $7,747.74 "," $17,879.40 ",01/04/2022,4, April ,2022
Snacks,Japan, Arabica , None ,2286.9, $227.50 , $13.65 ," $29,729.70 ", $-   ," $29,729.70 "," $19,819.80 "," $7,623.00 ",01/06/2022,6, June ,2022
Snacks,Switzerland, Arabica , None ,932.4, $227.50 , $13.65 ," $12,121.20 ", $-   ," $12,121.20 "," $8,080.80 "," $3,108.00 ",01/06/2022,6, June ,2022
Frozen Foods,Japan, Arabica , None ,2258.55, $227.50 , $273.00 ," $587,223.00 ", $-   ," $587,223.00 "," $489,352.50 "," $75,285.00 ",01/09/2022,9, September ,2022
Beverages,United States of America, Arabica , None ,1907.85, $227.50 , $18.20 ," $33,069.40 ", $-   ," $33,069.40 "," $16,534.70 "," $12,719.00 ",01/12/2022,12, December ,2022
Beverages,Japan, Caturra , None ,2887.5, $236.60 , $318.50 ," $875,875.00 ", $-   ," $875,875.00 "," $650,650.00 "," $173,250.00 ",01/02/2022,2, February ,2022
Dairy Products,China, Caturra , None ,2050.65, $236.60 , $10.92 ," $21,326.76 ", $-   ," $21,326.76 "," $5,331.69 "," $12,303.90 ",01/04/2022,4, April ,2022
Packaged and Prepared Foods,Switzerland, Caturra , None ,4430.475, $236.60 , $113.75 ," $479,968.13 ", $-   ," $479,968.13 "," $460,769.40 "," $14,768.25 ",01/04/2022,4, April ,2022
Beverages,Japan, Caturra , None ,1993.95, $236.60 , $18.20 ," $34,561.80 ", $-   ," $34,561.80 "," $17,280.90 "," $13,293.00 ",01/06/2022,6, June ,2022
Beverages,Switzerland, Caturra , None ,1770.3, $236.60 , $6.37 ," $10,739.82 ", $-   ," $10,739.82 "," $7,671.30 "," $2,360.40 ",01/07/2022,7, July ,2022
Dairy Products,China, Caturra , None ,2248.05, $236.60 , $10.92 ," $23,379.72 ", $-   ," $23,379.72 "," $5,844.93 "," $13,488.30 ",01/08/2022,8, August ,2022
Beverages,China, Caturra , None ,1200.15, $236.60 , $6.37 ," $7,280.91 ", $-   ," $7,280.91 "," $5,200.65 "," $1,600.20 ",01/10/2022,10, October ,2022
Snacks,China, Caturra , None ,645.75, $236.60 , $13.65 ," $8,394.75 ", $-   ," $8,394.75 "," $5,596.50 "," $2,152.50 ",01/12/2022,12, December ,2022
Beverages,Japan, Blue Mountain Coffee , Low ,4142.25, $9.10 , $6.37 ," $25,129.65 ", $251.30 ," $24,878.35 "," $17,949.75 "," $5,329.70 ",01/01/2022,1, January ,2022
Snacks,Japan, Blue Mountain Coffee , Low ,2410.8, $9.10 , $13.65 ," $31,340.40 ", $313.40 ," $31,027.00 "," $20,893.60 "," $7,794.92 ",01/02/2022,2, February ,2022
Beverages,Japan, Blue Mountain Coffee , Low ,1081.5, $9.10 , $6.37 ," $6,561.10 ", $65.61 ," $6,495.49 "," $4,686.50 "," $1,391.53 ",01/05/2022,5, May ,2022
Beverages,Japan, Bourbon , Low ,670.95, $109.20 , $6.37 ," $4,070.43 ", $40.70 ," $4,029.73 "," $2,907.45 ", $863.29 ,01/11/2022,11, November ,2022
Beverages,United States of America, Arabica , Low ,1392.3, $227.50 , $6.37 ," $8,446.62 ", $84.47 ," $8,362.15 "," $6,033.30 "," $1,791.43 ",01/03/2022,3, March ,2022
Dairy Products,China, Robusta , Low ,1950.9, $2.73 , $10.92 ," $20,289.36 ", $202.89 ," $20,086.47 "," $5,072.34 "," $11,549.33 ",01/02/2022,2, February ,2022
Beverages,Belgium, Robusta , Low ,1270.5, $2.73 , $318.50 ," $385,385.00 "," $3,853.85 "," $381,531.15 "," $286,286.00 "," $73,265.50 ",01/03/2022,3, March ,2022
Beverages,China, Robusta , Low ,2655.45, $2.73 , $6.37 ," $16,109.73 ", $161.10 ," $15,948.63 "," $11,506.95 "," $3,416.68 ",01/07/2022,7, July ,2022
Dairy Products,United States of America, Robusta , Low ,1517.25, $2.73 , $10.92 ," $15,779.40 ", $157.79 ," $15,621.61 "," $3,944.85 "," $8,982.12 ",01/09/2022,9, September ,2022
Dairy Products,Japan, Robusta , Low ,2804.55, $2.73 , $10.92 ," $29,167.32 ", $291.67 ," $28,875.65 "," $7,291.83 "," $16,602.94 ",01/09/2022,9, September ,2022
Beverages,Belgium, Robusta , Low ,1466.85, $2.73 , $318.50 ," $444,944.50 "," $4,449.45 "," $440,495.06 "," $330,530.20 "," $84,588.35 ",01/10/2022,10, October ,2022
Beverages,Japan, Robusta , Low ,2262.75, $2.73 , $318.50 ," $686,367.50 "," $6,863.68 "," $679,503.83 "," $509,873.00 "," $130,485.25 ",01/12/2022,12, December ,2022
Snacks,Belgium, Typica , Low ,2324.7, $4.55 , $13.65 ," $30,221.10 ", $302.21 ," $29,918.89 "," $20,147.40 "," $7,516.53 ",01/03/2022,3, March ,2022
Frozen Foods,China, Typica , Low ,2416.05, $4.55 , $273.00 ," $628,173.00 "," $6,281.73 "," $621,891.27 "," $523,477.50 "," $75,702.90 ",01/04/2022,4, April ,2022
Beverages,Japan, Typica , Low ,1444.275, $4.55 , $18.20 ," $25,034.10 ", $250.34 ," $24,783.76 "," $12,517.05 "," $9,435.93 ",01/07/2022,7, July ,2022
Beverages,United States of America, Typica , Low ,1921.5, $4.55 , $6.37 ," $11,657.10 ", $116.57 ," $11,540.53 "," $8,326.50 "," $2,472.33 ",01/08/2022,8, August ,2022
Snacks,China, Blue Mountain Coffee , Low ,1589.7, $9.10 , $13.65 ," $20,666.10 ", $206.66 ," $20,459.44 "," $13,777.40 "," $5,140.03 ",01/02/2022,2, February ,2022
Beverages,China, Blue Mountain Coffee , Low ,4717.125, $9.10 , $6.37 ," $28,617.23 ", $286.17 ," $28,331.05 "," $20,440.88 "," $6,069.37 ",01/04/2022,4, April ,2022
Packaged and Prepared Foods,China, Blue Mountain Coffee , Low ,763.35, $9.10 , $113.75 ," $82,696.25 ", $826.96 ," $81,869.29 "," $79,388.40 "," $1,908.38 ",01/06/2022,6, June ,2022
Packaged and Prepared Foods,Japan, Blue Mountain Coffee , Low ,826.35, $9.10 , $113.75 ," $89,521.25 ", $895.21 ," $88,626.04 "," $85,940.40 "," $2,065.88 ",01/06/2022,6, June ,2022
